"tweet","created","favorited","retweeted","dayCreated","nytFlag","cnnFlag","foxFlag"
"Toyota Motor said will build a new plant in Baja, Mexico, to build Corolla cars for U.S. NO WAY! Build plant in U.S. or pay big border tax.",2017-01-05 13:14:30,109728,32828,"Thurs",0,0,0
"to make up their own minds as to the truth. The media lies to make it look like I am against ""Intelligence"" when in fact I am a big fan!",2017-01-05 08:45:57,69022,15607,"Thurs",0,0,0
"The dishonest media likes saying that I am in Agreement with Julian Assange - wrong. I simply state what he states, it is for the people....",2017-01-05 08:25:30,63139,16594,"Thurs",0,0,0
"...time for Republicans &amp; Democrats to get together and come up with a healthcare plan that really works - much less expensive &amp; FAR BETTER!",2017-01-05 07:06:42,79497,16827,"Thurs",0,0,0
"...do the typical political thing and BLAME. The fact is ObamaCare was a lie from the beginning.""Keep you doctor, keep your plan!"" It is....",2017-01-05 07:01:33,52605,12476,"Thurs",0,0,0
"The Democrats, lead by head clown Chuck Schumer, know how bad ObamaCare is and what a mess they are in. Instead of working to fix it, they..",2017-01-05 06:57:57,54238,13318,"Thurs",0,0,0
"Jackie Evancho's album sales have skyrocketed after announcing her Inauguration performance.Some people just don't understand the ""Movement""",2017-01-04 13:52:09,80840,17394,"Wed",0,0,0
"massive increases of ObamaCare will take place this year and Dems are to blame for the mess. It will fall of its own weight - be careful!",2017-01-04 09:26:45,55121,13801,"Wed",0,0,0
"like the 116% hike in Arizona. Also, deductibles are so high that it is practically useless. Don't let the Schumer clowns out of this web...",2017-01-04 09:01:53,47272,11419,"Wed",0,0,0
"Republicans must be careful in that the Dems own the failed ObamaCare disaster, with its poor coverage and massive premium increases......",2017-01-04 08:55:53,46994,11331,"Wed",0,0,0
"things they did and said (like giving the questions to the debate to H). A total double standard! Media, as usual, gave them a pass.",2017-01-04 08:31:32,47421,10939,"Wed",0,0,0
"Somebody hacked the DNC but why did they not have ""hacking defense"" like the RNC has and why have they not responded to the terrible......",2017-01-04 08:27:03,43405,10447,"Wed",0,0,0
"Thank you to Ford for scrapping a new plant in Mexico and creating 700 new jobs in the U.S. This is just the beginning - much more to follow",2017-01-04 08:19:09,88002,19930,"Wed",0,0,0
"""@FoxNews: Julian Assange on U.S. media coverage: “It’s very dishonest.” #Hannity https://t.co/ADcPRQifH9"" More dishonest than anyone knows",2017-01-04 08:10:05,42890,15062,"Wed",0,0,1
"Julian Assange said ""a 14 year old could have hacked Podesta"" - why was DNC so careless? Also said Russians did not give him the info!",2017-01-04 07:22:38,62143,18432,"Wed",0,0,0
"The ""Intelligence"" briefing on so-called ""Russian hacking"" was delayed until Friday, perhaps more time needed to build a case. Very strange!",2017-01-03 20:14:52,81539,23876,"Tues",0,0,0
"I will be having a general news conference on JANUARY ELEVENTH in N.Y.C. Thank you.",2017-01-03 18:58:31,58876,14901,"Tues",0,0,0
"""Trump is already delivering the jobs he promised America"" https://t.co/11spTMa6Tm",2017-01-03 13:44:47,54053,14297,"Tues",0,0,0
"There should be no further releases from Gitmo. These are extremely dangerous people and should not be allowed back onto the battlefield.",2017-01-03 12:20:43,84171,21019,"Tues",0,0,0
"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for INNOVATION &amp; JOB CREATION.
https://t.co/siXrptsOrt",2017-01-03 12:00:11,55527,12923,"Tues",0,0,0
"""@DanScavino: Ford to scrap Mexico plant, invest in Michigan due to Trump policies""
https://t.co/137nUo03Gl",2017-01-03 11:44:13,53760,15899,"Tues",0,0,0
"........may be, their number one act and priority. Focus on tax reform, healthcare and so many other things of far greater importance! #DTS",2017-01-03 10:07:41,43509,9710,"Tues",0,0,0
"With all that Congress has to work on, do they really have to make the weakening of the Independent Ethics Watchdog, as unfair as it",2017-01-03 10:03:29,43777,11048,"Tues",0,0,0
"The Democrat Governor.of Minnesota said ""The Affordable Care Act (ObamaCare) is no longer affordable!"" - And, it is lousy healthcare.",2017-01-03 07:51:15,54228,12820,"Tues",0,0,0
"People must remember that ObamaCare just doesn't work, and it is not affordable - 116% increases (Arizona). Bill Clinton called it ""CRAZY""",2017-01-03 07:46:33,59748,14719,"Tues",0,0,0
"General Motors is sending Mexican made model of Chevy Cruze to U.S. car dealers-tax free across border. Make in U.S.A.or pay big border tax!",2017-01-03 07:30:05,74303,19214,"Tues",0,0,0
"China has been taking out massive amounts of money &amp; wealth from the U.S. in totally one-sided trade, but won't help with North Korea. Nice!",2017-01-02 18:47:12,65666,17858,"Mon",0,0,0
"North Korea just stated that it is in the final stages of developing a nuclear weapon capable of reaching parts of the U.S. It won't happen!",2017-01-02 18:05:44,93366,26727,"Mon",0,0,0
"I thought and felt I would win big, easily over the fabled 270 (306). When they cancelled fireworks, they knew, and so did I.",2017-01-02 13:44:04,63812,13701,"Mon",0,0,0
"Various media outlets and pundits say that I thought I was going to lose the election. Wrong, it all came together in the last week and.....",2017-01-02 13:37:10,48112,9219,"Mon",0,0,0
"@CNN just released a book called ""Unprecedented"" which explores the 2016 race &amp; victory. Hope it does well but used worst cover photo of me!",2017-01-02 13:32:29,14150,4020,"Mon",1,0,0
"Chicago murder rate is record setting - 4,331 shooting victims with 762 murders in 2016. If Mayor can't do it he must ask for Federal help!",2017-01-02 12:31:17,64425,17726,"Mon",0,0,0
"Well, the New Year begins. We will, together, MAKE AMERICA GREAT AGAIN!",2017-01-02 09:40:10,126084,29769,"Mon",0,0,0
"TO ALL AMERICANS-
#HappyNewYear &amp; many blessings to you all! Looking forward to a wonderful &amp; prosperous 2017 as we… https://t.co/1asdMAL4iy",2017-01-01 00:00:10,127915,33208,"Sun",0,0,0
"Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz",2016-12-31 13:58:12,55582,9529,"Sat",0,0,0
"Happy New Year to all, including to my many enemies and those who have fought me and lost so badly they just don't know what to do. Love!",2016-12-31 08:17:21,350731,141758,"Sat",0,0,0
"Russians are playing @CNN and @NBCNews for such fools - funny to watch, they don't have a clue! @FoxNews totally gets it!",2016-12-30 17:18:18,84229,23208,"Fri",1,0,1
"The United Nations has such great potential but right now it is just a club for people to get together, talk and have a good time. So sad!",2016-12-26 16:41:58,77725,22122,"Mon",0,0,0
"President Obama said that he thinks he would have won against me. He should say that but I say NO WAY! - jobs leaving, ISIS, OCare, etc.",2016-12-26 16:36:28,91278,22230,"Mon",0,0,0
"Merry Christmas and a very, very, very , very Happy New Year to everyone!",2016-12-25 12:48:48,212395,50164,"Sun",0,0,0
"#MerryChristmas https://t.co/5GgDmJrGMS",2016-12-25 07:46:41,151545,42549,"Sun",0,0,0
"Happy #Hanukkah https://t.co/UvZwtykV1E",2016-12-24 16:44:32,84534,22062,"Sat",0,0,0
"The big loss yesterday for Israel in the United Nations will make it much harder to negotiate peace.Too bad, but we will get it done anyway!",2016-12-24 16:33:27,83479,19820,"Sat",0,0,0
".@NBCNews purposely left out this part of my nuclear qoute: ""until such time as the world comes to its senses regarding nukes.""  Dishonest!",2016-12-24 15:59:30,62832,16666,"Sat",0,0,0
"Vladimir Putin said today about Hillary and Dems: ""In my opinion, it is humiliating. One must be able to lose with dignity.""  So true!",2016-12-23 19:13:02,112916,31734,"Fri",0,0,0
"slaughter you. This is a purely religious threat, which turned into reality. Such hatred! When will the U.S., and all countries, fight back?",2016-12-23 16:23:00,65912,17983,"Fri",0,0,0
"The terrorist who killed so many people in Germany said just before crime, ""by God's will we will slaughter you pigs, I swear, we will......",2016-12-23 16:17:42,51751,18795,"Fri",0,0,0
"As to the U.N., things will be different after Jan. 20th.",2016-12-23 15:14:34,98862,33854,"Fri",0,0,0
"my presidency. Isn't this a ridiculous shame? He loves these kids, has raised millions of dollars for them, and now must stop. Wrong answer!",2016-12-23 06:58:36,64547,14564,"Fri",0,0,0
"My wonderful son, Eric, will no longer be allowed to raise money for children with cancer because of a possible conflict of interest with...",2016-12-23 06:53:05,54229,15506,"Fri",0,0,0
"The so-called ""A"" list celebrities are all wanting tixs to the inauguration, but look what they did for Hillary, NOTHING. I want the PEOPLE!",2016-12-22 20:59:58,120179,31416,"Thurs",0,0,0
"Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!",2016-12-22 17:26:05,62669,14948,"Thurs",0,0,0
"The United States must greatly strengthen and expand its nuclear capability until such time as the world comes to its senses regarding nukes",2016-12-22 11:50:30,72921,21273,"Thurs",0,0,0
"Someone incorrectly stated that the phrase ""DRAIN THE SWAMP"" was no longer being used by me. Actually, we will always be trying to DTS.",2016-12-22 11:41:52,74056,19437,"Thurs",0,0,0
"The resolution being considered at the United Nations Security Council regarding Israel should be vetoed....cont: https://t.co/s8rXKKZNF1",2016-12-22 08:37:04,35744,10376,"Thurs",0,0,0
"I met some really great Air Force GENERALS and Navy ADMIRALS today, talking about airplane capability and pricing. Very impressive people!",2016-12-21 22:39:33,65933,13098,"Wed",0,0,0
"I have not heard any of the pundits or commentators discussing the fact that I spent FAR LESS MONEY on the win than Hillary on the loss!",2016-12-21 08:29:38,82550,20367,"Wed",0,0,0
"I would have done even better in the election, if that is possible, if the winner was based on popular vote - but would campaign differently",2016-12-21 08:24:29,54315,12049,"Wed",0,0,0
"Campaigning to win the Electoral College is much more difficult &amp; sophisticated than the popular vote. Hillary focused on the wrong states!",2016-12-21 08:15:14,68705,16031,"Wed",0,0,0
"Yes, it is true - Carlos Slim, the great businessman from Mexico, called me about getting together for a meeting. We met, HE IS A GREAT GUY!",2016-12-20 15:27:57,68323,15658,"Tues",0,0,0
"especially how to get people, even with an unlimited budget, out to vote in the vital swing states ( and more). They focused on wrong states",2016-12-20 08:09:18,42396,8931,"Tues",0,0,0
"Bill Clinton stated that I called him after the election. Wrong, he called me (with a very nice congratulations). He ""doesn't know much"" ...",2016-12-20 08:03:59,79008,18767,"Tues",0,0,0
"""@mike_pence: Congratulations to @RealDonaldTrump; officially elected President of the United States today by the Electoral College!""",2016-12-19 21:50:25,74044,15411,"Mon",0,0,0
"""@Franklin_Graham: Congratulations to President-elect @realDonaldTrump--the electoral votes are in and it's official."" Thank you Franklin!",2016-12-19 21:46:01,50064,10433,"Mon",0,0,0
"We did it! Thank you to all of my great supporters, we just officially won the election (despite all of the distorted and inaccurate media).",2016-12-19 18:51:41,223172,59270,"Mon",0,0,0
"Today there were terror attacks in Turkey, Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!",2016-12-19 18:21:11,114333,39321,"Mon",0,0,0
"If my many supporters acted and threatened people like those who lost the election are doing, they would be scorned &amp; called terrible names!",2016-12-18 16:54:40,135299,36436,"Sun",0,0,0
"We should tell China that we don't want the drone they stole back.- let them keep it!",2016-12-17 19:59:25,65608,17973,"Sat",0,0,0
"Thank you Alabama! From now on, it’s going to be #AmericaFirst. Our goal is to bring back that wonderful phrase:… https://t.co/4UAazd7TmF",2016-12-17 19:12:05,54827,12968,"Sat",0,0,0
"China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.",2016-12-17 08:57:20,60900,19382,"Sat",0,0,0
"Mobile, Alabama today at 3:00 P.M. Last rally of the year - ""THANK YOU ALABAMA AND THE SOUTH"" Biggest of all crowds expected, see you there!",2016-12-17 08:20:23,40173,8227,"Sat",0,0,0
"""@EazyMF_E: @realDonaldTrump Many people are now saying you will be an extremely successful president! #MakeAmericaGreatAgain""  Thank you!",2016-12-17 08:07:22,35171,7095,"Sat",0,0,0
"Last night in Orlando, Florida, was incredible - massive crowd - THANK YOU FLORIDA! Today at 3:00 P.M. I will be in Alabama for last rally!",2016-12-17 08:05:02,36017,6409,"Sat",0,0,0
"Thank you Florida. My Administration will follow two simple rules: BUY AMERICAN and HIRE AMERICAN! #ICYMI- Watch:… https://t.co/3vgtzSJsFu",2016-12-16 22:52:01,43342,11063,"Fri",0,0,0
"#ThankYouTour2016 

Tonight- Orlando, Florida 
Tickets: https://t.co/JwQeccp79N

Tomorrow- Mobile, Alabama
Tickets:… https://t.co/Cq5AwcuzT9",2016-12-16 11:54:28,27819,7040,"Fri",0,0,0
"Well, we all did it, together! I hope the ""MOVEMENT"" fans will go to D.C. on Jan 20th for the swearing in. Let's set the all time record!",2016-12-16 11:03:09,70648,18139,"Fri",0,0,0
"Are we talking about the same cyberattack where it was revealed that head of the DNC illegally gave Hillary the questions to the debate?",2016-12-16 06:09:19,109253,33475,"Fri",0,0,0
"Thank you Pennsylvania! Together, we are going to MAKE AMERICA GREAT AGAIN! Watch here: https://t.co/7R382qWfWS… https://t.co/yB6u5FEfHq",2016-12-15 20:32:56,38156,8904,"Thurs",0,0,0
"Join me in Mobile, Alabama on Sat. at 3pm! #ThankYouTour2016 
Tickets: https://t.co/GGgbjl8Zo6 https://t.co/opKrWO4k0C",2016-12-15 17:27:16,22274,5571,"Thurs",0,0,0
"If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?",2016-12-15 09:24:29,124024,40649,"Thurs",0,0,0
"The media tries so hard to make my move to the White House, as it pertains to my business, so complex - when actually it isn't!",2016-12-15 08:28:54,60804,13775,"Thurs",0,0,0
"Thank you to Time Magazine and Financial Times for naming me ""Person of the Year"" - a great honor!",2016-12-15 08:09:14,57008,10714,"Thurs",0,0,0
"Has anyone looked at the really poor numbers of @VanityFair Magazine. Way down, big trouble, dead! Graydon Carter, no talent, will be out!",2016-12-15 08:05:55,37341,8907,"Thurs",0,0,0
".@BillGates and @JimBrownNFL32 in my Trump Tower office yesterday- two great guys! https://t.co/4PjSOEU5y9",2016-12-14 13:07:55,57945,14124,"Wed",0,0,0
"Thank you Wisconsin! My Administration will be focused on three very important words: jobs, jobs, jobs! Watch:… https://t.co/iEGWZLuiFE",2016-12-13 22:48:55,42642,9685,"Tues",0,0,0
"Join me this Saturday at Ladd–Peebles Stadium in Mobile, Alabama! 
#ThankYouTour2016 

Tickets:… https://t.co/1RFmKCMgyw",2016-12-13 16:33:53,23388,6250,"Tues",0,0,0
"The thing I like best about Rex Tillerson is that he has vast experience at dealing successfully with all types of foreign governments.",2016-12-13 07:44:06,58911,14651,"Tues",0,0,0
"Wisconsin and Pennsylvania have just certified my wins in those states. I actually picked up additional votes!",2016-12-13 06:57:35,77740,18227,"Tues",0,0,0
"I have chosen one of the truly great business leaders of the world, Rex Tillerson, Chairman and CEO of ExxonMobil, to be Secretary of State.",2016-12-13 06:43:38,76953,23112,"Tues",0,0,0
"I will hold a press conference in the near future to discuss the business, Cabinet picks and all other topics of interest. Busy times!",2016-12-12 23:41:33,46852,10459,"Mon",0,0,0
"Presidency. Two of my children, Don and Eric, plus executives, will manage them. No new deals will be done during my term(s) in office.",2016-12-12 23:32:01,42955,9689,"Mon",0,0,0
"Even though I am not mandated by law to do so, I will be leaving my busineses before January 20th so that I can focus full time on the......",2016-12-12 23:26:13,55946,12079,"Mon",0,0,0
"I will be making my announcement on the next Secretary of State tomorrow morning.",2016-12-12 19:33:05,63215,16665,"Mon",0,0,0
"The final Wisconsin vote is in and guess what - we just picked up an additional 131 votes. The Dems and Green Party can now rest. Scam!",2016-12-12 18:40:48,104981,29549,"Mon",0,0,0
"#ThankYouTour2016 

Tue: West Allis, WI. 

Thur: Hershey, PA. 

Fri: Orlando, FL. 

Sat: Mobile, AL. 

Tickets:… https://t.co/OJ8S7iVzFx",2016-12-12 17:25:52,27040,7798,"Mon",0,0,0
"The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th.",2016-12-12 08:26:13,60185,16327,"Mon",0,0,0
"Unless you catch ""hackers"" in the act, it is very hard to determine who was doing the hacking. Why wasn't this brought up before election?",2016-12-12 08:21:20,60025,15772,"Mon",0,0,0
"Can you imagine if the election results were the opposite and WE tried to play the Russia/CIA card. It would be called conspiracy theory!",2016-12-12 08:17:54,108187,34261,"Mon",0,0,0
"Just watched @NBCNightlyNews - So biased, inaccurate and bad, point after point. Just can't get much worse, although @CNN is right up there!",2016-12-11 20:02:14,71983,19916,"Sun",1,0,0
"Will be interviewed on @FoxNews at 10:00 P.M. Enjoy!",2016-12-11 19:32:28,27867,5388,"Sun",0,0,1
"Whether I choose him or not for ""State""- Rex Tillerson, the Chairman &amp; CEO of ExxonMobil, is a world class player and dealmaker. Stay tuned!",2016-12-11 10:29:10,52436,12303,"Sun",0,0,0
"I spent Friday campaigning with John Kennedy, of the Great State of Louisiana, for the U.S.Senate. The election is over - JOHN WON!",2016-12-11 08:51:47,51096,9849,"Sun",0,0,0
"Being at the Army - Navy Game was fantastic. There is nothing like the spirit in that stadium. A wonderful experience, and congrats to Army!",2016-12-11 08:12:06,79202,13089,"Sun",0,0,0
"I will be interviewed today on Fox News Sunday with Chris Wallace at 10:00 (Eastern) Network. ENJOY!",2016-12-11 07:56:18,30182,5635,"Sun",0,0,0
"October 2015 - thanks Chris Wallace @FoxNewsSunday! https://t.co/VEsgPcWq7z",2016-12-10 14:09:13,27714,7234,"Sat",0,0,1
"A very interesting read. Unfortunately, so much is true.
https://t.co/ER2BoM765M",2016-12-10 09:14:23,31487,12356,"Sat",0,0,0
"Reports by @CNN that I will be working on The Apprentice during my Presidency, even part time, are ridiculous &amp; untrue - FAKE NEWS!",2016-12-10 09:11:49,75015,25179,"Sat",1,0,0
"As a show of support for our Armed Forces, I will be going to The Army-Navy Game today. Looking forward to it, should be fun!",2016-12-10 07:38:24,106352,18622,"Sat",0,0,0
"I have NOTHING to do with The Apprentice except for fact that I conceived it with Mark B &amp; have a big stake in it. Will devote ZERO TIME!",2016-12-10 06:27:22,49684,11252,"Sat",0,0,0
".@RudyGiuliani, one of the finest people I know and a former GREAT Mayor of N.Y.C., just took himself out of consideration for ""State"".",2016-12-10 06:19:24,30144,7173,"Sat",0,0,0
"Thank you Michigan. We are going to bring back your jobs &amp; together, we will MAKE AMERICA GREAT AGAIN!
Watch:… https://t.co/EyLOo26FqW",2016-12-09 22:30:50,38236,9131,"Fri",0,0,0
"Thank you Louisiana! Get out &amp; vote for John Kennedy tomorrow. Electing Kennedy will help enact our agenda on behal… https://t.co/sHXeyreEZI",2016-12-09 17:13:21,36406,9044,"Fri",0,0,0
"Join me live in Louisiana! Tomorrow, we need you to go to the polls &amp; send John Kennedy to the U.S. Senate. https://t.co/O0jtz0BKeL",2016-12-09 14:42:30,23035,5343,"Fri",0,0,0
"THANK YOU IOWA!
#ThankYouTour2016 https://t.co/v6EB2OQMeO",2016-12-08 22:02:04,40698,9402,"Thurs",0,0,0
"Join me tomorrow! #MAGA 
10am- Baton Rouge, LA. 
Tickets: https://t.co/rvIQ6Yq45P
7pm- Grand Rapids, MI.
Tickets: https://t.co/2UTwAg5V87",2016-12-08 18:12:11,20638,5902,"Thurs",0,0,0
"On my way to Des Moines, Iowa- will see you soon with @mike_pence. Join us! Tickets: https://t.co/1IuRTVwMSx #ThankYouTour2016",2016-12-08 17:55:24,21856,4074,"Thurs",0,0,0
"Today we lost a great pioneer of air and space in John Glenn. He was a hero and inspired generations of future explorers. He will be missed.",2016-12-08 16:15:52,95317,20145,"Thurs",0,0,0
"If United Steelworkers 1999 was any good, they would have kept those jobs in Indiana. Spend more time working-less time talking. Reduce dues",2016-12-07 20:56:40,57265,14046,"Wed",0,0,0
"Chuck Jones, who is President of United Steelworkers 1999, has done a terrible job representing workers. No wonder companies flee country!",2016-12-07 19:41:48,49813,12815,"Wed",0,0,0
"Join me tomorrow in Des Moines, Iowa with Vice President-Elect @mike_pence - at 7:00pm!
#ThankYouTour2016 #MAGA… https://t.co/Geq6sT70IT",2016-12-07 14:37:32,27291,6322,"Wed",0,0,0
"wanting to sell their product, cars, A.C. units etc., back across the border. This tax will make leaving financially difficult, but.....",2016-12-04 07:05:35,40443,9654,"Sun",0,0,0
"without retribution or consequence, is WRONG! There will be a tax on our soon to be strong border of 35% for these companies ......",2016-12-04 06:57:41,48451,12285,"Sun",0,0,0
"fires its employees, builds a new factory or plant in the other country, and then thinks it will sell its product back into the U.S.  ......",2016-12-04 06:49:06,46313,11995,"Sun",0,0,0
"The U.S. is going to substantialy reduce taxes and regulations on businesses, but any business that leaves our country for another country,",2016-12-04 06:41:47,53393,13693,"Sun",0,0,0
"Just tried watching Saturday Night Live - unwatchable! Totally biased, not funny and the Baldwin impersonation just can't get any worse. Sad",2016-12-04 00:13:58,115288,27967,"Sun",0,0,0
"Our great VPE, @mike_pence, is in Louisiana campaigning for John Kennedy for US Senate. John will be a tremendous help to us in Washington.",2016-12-03 14:13:01,39332,9221,"Sat",0,0,0
"State Treasurer John Kennedy is my choice for US Senator from Louisiana. Early voting today; election next Saturday.",2016-12-03 14:09:40,39037,9796,"Sat",0,0,0
"""@TigerWoods: Can’t wait to get back out there and mix it up with the boys. –TW #heroworldchallenge"" Great to have you back Tiger - Special!",2016-12-03 11:37:27,37890,9323,"Sat",0,0,0
"Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!",2016-12-02 22:06:41,64397,17461,"Fri",0,0,0
"Interesting how the U.S. sells Taiwan billions of dollars of military equipment but I should not accept a congratulatory call.",2016-12-02 20:41:30,122860,38745,"Fri",0,0,0
"The President of Taiwan CALLED ME today to wish me congratulations on winning the Presidency. Thank you!",2016-12-02 19:44:20,111070,24681,"Fri",0,0,0
"Thank you Ohio! Together, we made history – and now, the real work begins. America will start winning again!… https://t.co/sVNSNJE7Uf",2016-12-01 21:45:18,72185,17274,"Thurs",0,0,0
"Heading to U.S. Bank Arena in Cincinnati, Ohio for a 7pm rally. 
Join me! Tickets: https://t.co/HiWqZvHv6M",2016-12-01 17:52:10,31243,5562,"Thurs",0,0,0
"Getting ready to leave for the Great State of Indiana and meet the hard working and wonderful people of Carrier A.C.",2016-12-01 09:38:09,57222,9830,"Thurs",0,0,0
"My thoughts and prayers are with those affected by the tragic storms and tornadoes in the Southeastern United States. Stay safe!",2016-12-01 09:37:57,65701,12073,"Thurs",0,0,0
"Look forward to going to Indiana tomorrow in order to be with the great workers of Carrier. They will sell many air conditioners!",2016-11-30 22:48:35,67574,12625,"Wed",0,0,0
"'Donald Trump is already helping the working class' https://t.co/GTuNcQhLYx",2016-11-30 15:00:14,52268,14748,"Wed",0,0,0
"'President-elect Donald J. Trump today announced his intent to nominate Steven Mnuchin, Wilbur Ross &amp; Todd Ricketts… https://t.co/cEBxoWsnYp",2016-11-30 11:21:26,26128,7110,"Wed",0,0,0
"Join me in Cincinnati, Ohio tomorrow evening at 7:00pm. I am grateful for all of your support. THANK YOU!
Tickets:… https://t.co/51Emq7Tffa",2016-11-30 10:23:43,30554,8020,"Wed",0,0,0
"Hence, legal documents are being crafted which take me completely out of business operations. The Presidency is a far more important task!",2016-11-30 06:59:38,77506,17539,"Wed",0,0,0
"do this under the law, I feel it is visually important, as President,  to in no way have a conflict of interest with my various businesses..",2016-11-30 06:54:40,50932,11262,"Wed",0,0,0
"great business in total in order to fully focus on running the country in order to MAKE AMERICA GREAT AGAIN! While I am not mandated to ....",2016-11-30 06:44:52,45390,10665,"Wed",0,0,0
"I will be holding a major news conference in New York City with my children on December 15 to discuss the fact that I will be leaving my ...",2016-11-30 06:39:45,45227,11307,"Wed",0,0,0
"ISIS is taking credit for the terrible stabbing attack at Ohio State University by a Somali refugee who should not have been in our country.",2016-11-30 06:20:01,107620,34402,"Wed",0,0,0
"Big day on Thursday for Indiana and the great workers of that wonderful state.We will keep our companies and jobs in the U.S. Thanks Carrier",2016-11-29 22:50:44,83735,18707,"Tues",0,0,0
"I will be going to Indiana on Thursday to make a major announcement concerning Carrier A.C. staying in Indianapolis. Great deal for workers!",2016-11-29 22:40:16,70262,15606,"Tues",0,0,0
"'President-Elect Donald J. Trump Nominates Elaine Chao as Secretary of the Department of Transportation'
https://t.co/5FMGdhAZxB",2016-11-29 18:37:40,27779,6615,"Tues",0,0,0
"'President-Elect Donald J. Trump Intends to Nominate Congressman Tom Price and Seema Verma.'
https://t.co/ZTh5cuY26Z https://t.co/twIgAKJs3s",2016-11-29 15:59:10,24540,6685,"Tues",0,0,0
"My thoughts and prayers are with the great people of Tennessee during these terrible wildfires. Stay safe!",2016-11-29 15:08:12,106962,28382,"Tues",0,0,0
"Nobody should be allowed to burn the American flag - if they do, there must be consequences - perhaps loss of citizenship or year in jail!",2016-11-29 06:55:13,214067,72796,"Tues",0,0,0
"I thought that @CNN would get better after they failed so badly in their support of Hillary Clinton however, since election, they are worse!",2016-11-29 06:34:42,73207,18967,"Tues",1,0,0
"The Great State of Michigan was just certified as a Trump WIN giving all of our MAKE AMERICA GREAT AGAIN supporters another victory - 306!",2016-11-29 06:15:49,97928,21653,"Tues",0,0,0
".@CNN is so embarrassed by their total  (100%) support of Hillary Clinton, and yet her loss in a landslide, that they don't know what to do.",2016-11-28 22:03:59,91661,25133,"Mon",1,0,0
"""@sdcritic:  @HighonHillcrest @jeffzeleny @CNN There is NO QUESTION THAT #voterfraud did take place, and in favor of #CorruptHillary !""",2016-11-28 21:21:04,33653,9170,"Mon",1,0,0
"""@FiIibuster: @jeffzeleny Pathetic - you have no sufficient evidence that Donald Trump did not suffer from voter fraud, shame! Bad reporter.",2016-11-28 21:19:53,32554,7717,"Mon",0,0,0
"""@JoeBowman12: @jeffzeleny just another generic CNN part time wannabe journalist !""  @CNN still doesn't get it. They will never learn!",2016-11-28 21:15:54,31187,7659,"Mon",1,0,0
"""@HighonHillcrest: @jeffzeleny what PROOF do u have DonaldTrump did not suffer from millions of FRAUD votes? Journalist? Do your job! @CNN""",2016-11-28 21:14:04,30078,7919,"Mon",1,0,0
"Just met with General Petraeus--was very impressed!",2016-11-28 16:01:47,69158,13858,"Mon",0,0,0
"If Cuba is unwilling to make a better deal for the Cuban people, the Cuban/American people and the U.S. as a whole, I will terminate deal.",2016-11-28 09:02:06,84390,24563,"Mon",0,0,0
"Serious voter fraud in Virginia, New Hampshire and California - so why isn't the media reporting on this? Serious bias - big problem!",2016-11-27 19:31:54,101665,31115,"Sun",0,0,0
"states instead of the 15 states that I visited. I would have won even more easily and convincingly (but smaller states are forgotten)!",2016-11-27 15:41:32,48440,10808,"Sun",0,0,0
"It would have been much easier for me to win the so-called popular vote than the Electoral College in that I would only campaign in 3 or 4--",2016-11-27 15:34:18,48289,11532,"Sun",0,0,0
"In addition to winning the Electoral College in a landslide, I won the popular vote if you deduct the millions of people who voted illegally",2016-11-27 15:30:43,162396,53426,"Sun",0,0,0
"Trump is going to be our President. We owe him an open mind and the chance to lead."" So much time and money will be spent - same result! Sad",2016-11-27 08:29:30,74549,17184,"Sun",0,0,0
"this election. That is a direct threat to our democracy."" She then said, ""We have to accept the results and look to the future, Donald --",2016-11-27 08:23:18,50134,12640,"Sun",0,0,0
"of position."" Then, separately she stated, ""He said something truly horrifying ... he refused to say that he would respect the results of --",2016-11-27 08:18:06,39239,9559,"Sun",0,0,0
"during a general election. I, for one, am appalled that somebody that is the nominee of one of our two major parties would take that kind --",2016-11-27 08:08:05,38133,9076,"Sun",0,0,0
"and fair elections. We've accepted the outcomes when we may not have liked them, and that is what must be expected of anyone standing on a -",2016-11-27 08:01:08,41233,9976,"Sun",0,0,0
"Hillary's debate answer on delay: ""That is horrifying. That is not the way our democracy works. Been around for 240 years. We've had free --",2016-11-27 07:55:03,44306,11270,"Sun",0,0,0
"Hillary Clinton conceded the election when she called me just prior to the victory speech and after the results were in. Nothing will change",2016-11-27 07:19:31,96959,26728,"Sun",0,0,0
"The Democrats, when they incorrectly thought they were going to win, asked that the election night tabulation be accepted. Not so anymore!",2016-11-26 22:59:52,100567,31546,"Sat",0,0,0
"The Green Party scam to fill up their coffers by asking for impossible recounts is now being joined by the badly defeated &amp; demoralized Dems",2016-11-26 19:31:32,98187,32048,"Sat",0,0,0
"Fidel Castro is dead!",2016-11-26 08:08:11,209786,99452,"Sat",0,0,0
