"tweet","created","favorited","retweeted","dayCreated","nytFlag","cnnFlag","foxFlag"
"#ObamacareFail https://t.co/90Aixp25Oc",2016-10-25 11:10:59,20867,11894,"Tues",0,0,0
"Obamacare is a disaster! Time to repeal &amp; replace! #ObamacareFail 
https://t.co/xDPhVczf1g",2016-10-25 10:22:35,17098,7870,"Tues",0,0,0
"#ObamacareFail https://t.co/5Zvsys8j5w",2016-10-25 10:21:37,14506,7067,"Tues",0,0,0
"#ObamacareFail https://t.co/Mb0YW1rg6g",2016-10-25 10:20:18,23015,12408,"Tues",0,0,0
"Get out and vote! I am your voice and I will fight for you! We will make America great again! https://t.co/XXvLRlhSaz",2016-10-25 09:44:51,27859,13013,"Tues",0,0,0
"'Trump lays out policies for first 100 days in White House'
https://t.co/OrwOIFJuSz",2016-10-22 21:21:32,25262,11978,"Sat",0,0,0
"'Huma Abedin told Clinton her secret email account caused problems'
https://t.co/i4zN2QzKnf",2016-10-22 21:05:01,19957,11731,"Sat",0,0,0
"Just arrived in Cleveland, Ohio- join Governor @Mike_Pence and I now, LIVE via: https://t.co/SS58ChFTNy",2016-10-22 18:08:25,17034,6386,"Sat",0,0,0
"Hillary Clinton: 'Architect of failure'
#DrainTheSwamp #CrookedHillary
https://t.co/b5HqsGrc7N",2016-10-22 16:34:44,19776,10275,"Sat",0,0,0
"Unbelievable crowd of supporters in Virginia Beach, Virginia. Thank you! Next stop - Cleveland, Ohio.… https://t.co/CN3sdX5ft1",2016-10-22 16:09:56,25382,9582,"Sat",0,0,0
"In order to #DrainTheSwamp &amp; create a new GOVERNMENT of, by, &amp; for the PEOPLE, I need your VOTE! Go to https://t.co/HfihPERFgZ- LET'S #MAGA!",2016-10-22 14:54:40,26371,12309,"Sat",0,0,0
"Today I introduced my Contract with the American Voter - our economy will be STRONG &amp; our people will be SAFE.… https://t.co/Sa6XUfueU4",2016-10-22 13:40:31,32306,14909,"Sat",0,0,0
"Change has to come from outside our very broken system. #MAGA https://t.co/OH9Lvo3R7K",2016-10-22 13:18:43,32179,14045,"Sat",0,0,0
"Crooked Hillary Clinton Tops Middle East Forum’s ‘Islamist Money List'
https://t.co/JC25rNtx6G",2016-10-22 12:54:11,16980,9783,"Sat",0,0,0
"Thank you Gettysburg, Pennsylvania! #DrainTheSwamp https://t.co/jWgLcxDji7",2016-10-22 12:49:56,23065,9825,"Sat",0,0,0
"Landing in Pennsylvania now. Great new poll this morning, thank you. Lets #DrainTheSwamp and #MakeAmericaGreatAgain… https://t.co/BV2RFavG84",2016-10-22 09:20:56,35310,15013,"Sat",0,0,0
"Will be in Cleveland, Ohio w/ @mike_pence tonight- join us: https://t.co/hre7FofPxQ

Naples, Florida-tomorrow @ 6pm: https://t.co/Oax06JVzv1",2016-10-22 09:01:18,15025,5914,"Sat",0,0,0
"""@AZTRUMPTRAIN: I #Voted for DonaldTrump! #Arizona <U+2609> #Economy #Immigration #Jobs #Veterans #BorderControl #Trade… https://t.co/0BJk9BwkfW""",2016-10-22 06:37:58,15605,6107,"Sat",0,0,0
"""@jensen4law: Best way to pay Hillary back for what she did to @BernieSanders #DNCleak is a DonaldTrump LANDSLIDE https://t.co/Ha8o5wCyGh""",2016-10-22 06:35:18,25391,14090,"Sat",0,0,0
"The media refuses to talk about the three new national polls that have me in first place. Biggest crowds ever - watch what happens!",2016-10-21 22:33:54,63158,23723,"Fri",0,0,0
"Just returned from Pennsylvania where we will be bringing back their jobs. Amazing crowd. Will be going back tomorrow, to Gettysburg!",2016-10-21 22:23:34,36580,11100,"Fri",0,0,0
"Governor @Mike_Pence and I will be in Cleveland, Ohio tomorrow night at 7pm - join us! #MAGA
Tickets:… https://t.co/kfJv5Po0x6",2016-10-21 21:41:07,21544,8392,"Fri",0,0,0
"Thank you to the great crowd of supporters in Newtown, Pennsylvania. Get out &amp; VOTE on 11/8/16. Lets #MAGA! Watch:… https://t.co/eb6XuMlbFW",2016-10-21 19:58:02,22452,9515,"Fri",0,0,0
"#CrookedHillary sending U.S. intelligence info. to Podesta’s hacked email is ‘unquestionably an OPSEC violation’ https://t.co/z58aeo4CO7",2016-10-21 17:50:00,20989,12060,"Fri",0,0,0
"WikiLeaks reveals Clinton camp’s work with ‘VERY friendly and malleable reporters’ 
#DrainTheSwamp #CrookedHillary
https://t.co/bcYLslrxi0",2016-10-21 17:46:37,17259,9431,"Fri",0,0,0
"Donna Brazile Shreds Obama Economy - Acting DNC chair says 'people are more in despair about how things are' https://t.co/LQNbISSoX0",2016-10-21 17:36:04,20833,11453,"Fri",0,0,0
"""{Crooked Hillary Clinton} created this mess, and she knows it."" 
#DrainTheSwamp https://t.co/3cBNYjl5CD https://t.co/sjwkuq3nkk",2016-10-21 17:30:14,19704,11475,"Fri",0,0,0
"'Clinton Campaign And Harry Reid Worked With New York Times To Smear State Dept Watchdog'
Time to #DrainTheSwamp! 
https://t.co/0VDdGdpCTg",2016-10-21 17:14:47,16875,9731,"Fri",0,0,0
"VERY IRONIC: ""In 2010 video, Clinton lectured underlings on cybersecurity and guarding ‘sensitive information’"" 
https://t.co/dL7VDMqSLy",2016-10-21 17:10:57,20770,11454,"Fri",0,0,0
"Great crowd in Johnstown, Pennsylvania- thank you. Get out &amp; VOTE on 11/8! Watch the MOVEMENT in PA. this afternoon… https://t.co/DUMlbSkVeY",2016-10-21 16:07:54,24304,10483,"Fri",0,0,0
"A top Clinton Foundation official said he could name “500 different examples” of conflicts of interest. 
https://t.co/rtWhdYOyq7",2016-10-21 13:58:20,20604,11980,"Fri",0,0,0
"#CrookedHillary “was at center of negotiating $12M commitment from King Mohammed VI of Morocco” to Clinton Fdn. https://t.co/HWOQ7jQWY2",2016-10-21 13:54:00,19459,12033,"Fri",0,0,0
"Great crowd in Fletcher, North Carolina- thank you! Heading to Johnstown, Pennsylvania now! Get out on November 8th… https://t.co/IG5KhKIz3W",2016-10-21 12:43:39,26013,10060,"Fri",0,0,0
"The results are in on the final debate and it is almost unanimous, I WON! Thank you, these are very exciting times.",2016-10-21 12:34:35,56447,16790,"Fri",0,0,0
"Huma calls it a ""MESS,"" the rest of us call it CORRUPT! WikiLeaks catches Crooked in the act - again.
#DrainTheSwamp https://t.co/juvdLIJPWu",2016-10-21 10:23:39,25067,14917,"Fri",0,0,0
"Hillary &amp; Obama's Broken Promises. 
#RepealObamacare https://t.co/oz24r2xW7G",2016-10-20 17:08:15,24825,13416,"Thurs",0,0,0
"In addition to those without health coverage- those that have disastrous #Obamacare are seeing MASSIVE PREMIUM INCR… https://t.co/J7ldXmUmJm",2016-10-20 16:59:48,24161,11346,"Thurs",0,0,0
"Crooked Hillary promised 200k jobs in NY and FAILED. We'll create 25M jobs when I'm president, and I will DELIVER! https://t.co/NgyCkEH7Xn",2016-10-20 15:30:01,24693,12206,"Thurs",0,0,0
"Crooked took MILLIONS from oppressive ME countries. Will she give the $$$ back? Probably not. Don't forget her slog… https://t.co/esLgql0Gg8",2016-10-20 15:26:01,23710,12493,"Thurs",0,0,0
"'Trump won the third debate'
https://t.co/Wh52fyLNRz",2016-10-20 15:06:18,26319,10711,"Thurs",0,0,0
"UPCOMING RALLIES - JOIN ME!

TOMORROW
Fletcher, NC @ 12pm. 
https://t.co/uASvA4Gd4r

SATURDAY
Cleveland, OH @ 7pm. 
https://t.co/hre7Foxqpo",2016-10-20 14:51:59,12999,5732,"Thurs",0,0,0
"#ICYMI - OHIO RALLY!
Watch here: https://t.co/0qAjfOcu6Y https://t.co/fpShHiXI31",2016-10-20 14:51:39,13295,5141,"Thurs",0,0,0
"Want access to Crooked Hillary? Don't forget - it's going to cost you!
#DrainTheSwamp #PayToPlay https://t.co/qjMBZkEnK9",2016-10-20 13:25:34,29355,15243,"Thurs",0,0,0
"Thank you Delaware County, Ohio! Remember- either we WIN this election, or we are going to LOSE this country!… https://t.co/ntDRTzYOqi",2016-10-20 12:33:10,27035,11116,"Thurs",0,0,0
"If elected POTUS - I will stop RADICAL ISLAMIC TERRORISM in this country! In order to do this, we need to… https://t.co/45Vyk6z18m",2016-10-20 10:52:38,38229,16313,"Thurs",0,0,0
"Why didn't Hillary Clinton announce that she was inappropriately given the debate questions - she secretly used them! Crooked Hillary.",2016-10-20 09:55:50,50103,19462,"Thurs",0,0,0
"Thank you America! #MAGA

Rasmussen National Poll
Donald Trump 43%
Hillary Clinton 40% https://t.co/n4eZ3qpcjg",2016-10-20 08:27:41,43971,20124,"Thurs",0,0,0
"Just landed in Ohio. Thank you America- I am honored to win the final debate for our MOVEMENT. It is time to… https://t.co/ivdjRzL6wZ",2016-10-20 02:14:05,44807,19187,"Thurs",0,0,0
"Totally dishonest Donna Brazile chokes on the truth. Highly illegal! 
Watch: https://t.co/Rs5brj31bA https://t.co/FYoRo6MUjX",2016-10-19 23:27:27,34917,17591,"Wed",0,0,0
"The Washington Times Presidential Debate Poll:
TRUMP 77% (18,290)
CLINTON 17% (4,100)
#DrainTheSwamp #Debate https://t.co/wsgsf5nv6H",2016-10-19 23:18:06,44510,21104,"Wed",0,0,0
"Join the MOVEMENT to #MAGA!
https://t.co/3KWOl2ibaW https://t.co/V84qfN4oz1",2016-10-19 23:10:06,19857,9069,"Wed",0,0,0
"Great poll - thank you America! Once we #DrainTheSwamp, together we will #MAGA<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>#Debate https://t.co/SvcjmrsHKD",2016-10-19 23:06:44,36200,15117,"Wed",0,0,0
"That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN!",2016-10-19 21:59:26,71529,22257,"Wed",0,0,0
"Join my team over on my Facebook page- live now! #Debates
https://t.co/vpDVQfO58A https://t.co/5v1tWzHrxq",2016-10-19 21:51:39,12722,4597,"Wed",0,0,0
"The era of division is coming to an end. We will create a new future of #AmericanUnity. First, we need to… https://t.co/mZUFP24Bgh",2016-10-19 21:47:21,24178,10034,"Wed",0,0,0
"We cannot take four more years of Barack Obama and that’s what you’ll get if you vote for Hillary. #BigLeagueTruth",2016-10-19 21:40:23,45949,18658,"Wed",0,0,0
"I started this campaign to Make America Great Again. That’s what I’m going to do. #MAGA #debate",2016-10-19 21:39:25,36448,14362,"Wed",0,0,0
"HILLARY'S HEALTH CARE POLICIES
#DrainTheSwamp #Debate https://t.co/t1Sr8dk2Xi",2016-10-19 21:34:01,15865,7250,"Wed",0,0,0
"We have to repeal &amp; replace #Obamacare! Look at what is doing to people! #DrainTheSwamp https://t.co/fsv7P11mWV",2016-10-19 21:32:57,25023,15211,"Wed",0,0,0
"ISIS has infiltrated countries all over Europe by posing as refugees, and @HillaryClinton will allow it to happen h… https://t.co/MmeW2qsTQh",2016-10-19 21:31:45,33710,16128,"Wed",0,0,0
"The economy cannot take four more years of these same failed policies.
#BigLeagueTruth #DrainTheSwamp https://t.co/o8g2E5xXy6",2016-10-19 21:31:07,16170,7785,"Wed",0,0,0
"Together we can save American JOBS, American LIVES, and AMERICAN FUTURES! #Debates https://t.co/2Yfd0Omn4X",2016-10-19 21:29:29,15439,6793,"Wed",0,0,0
"USA has the greatest business people in the world but we let political hacks negotiate our deals. We need change! #BigLeagueTruth #Debate",2016-10-19 21:28:17,21099,8324,"Wed",0,0,0
"I WILL DEFEAT ISIS. THEY HAVE BEEN AROUND TOO LONG! What has our leadership been doing?
#DrainTheSwamp https://t.co/tU0iW3Gi9v",2016-10-19 21:27:31,14172,6492,"Wed",0,0,0
"After Crooked @HillaryClinton allowed ISIS to rise, she now claims she'll defeat them? LAUGHABLE! Here's my plan: https://t.co/FzRMObNQVn",2016-10-19 21:26:24,15177,7114,"Wed",0,0,0
"I opposed going into Iraq. Hillary voted for it. As with everything else she's supported, it was a DISASTER. https://t.co/Um5WJXWfBZ",2016-10-19 21:21:32,14145,6523,"Wed",0,0,0
"The 2nd Amendment is under siege. We need SCOTUS judges who will uphold the US Constitution. #Debate #BigLeagueTruth",2016-10-19 20:10:23,13094,5867,"Wed",0,0,0
"Hillary Clinton wants to create the most liberal Supreme Court in history #debate #DrainTheSwamp https://t.co/fKJBNXvluh",2016-10-19 20:07:40,12004,7098,"Wed",0,0,0
"Ready to lead. Ready to Make America Great Again. #Debate #MAGA",2016-10-19 20:04:57,17590,6965,"Wed",0,0,0
"This is an incredible MOVEMENT- WE are going to take our country BACK! #November8th #BigLeagueTruth #Debate https://t.co/BT4VgYTkBr",2016-10-19 19:58:56,10704,4731,"Wed",0,0,0
"Tune in at https://t.co/Q08Kp4w3oT and get the word out #BigLeagueTruth #Debate Help us spread the TRUTH, stop the… https://t.co/GS9YQYzF6x",2016-10-19 19:57:04,8202,4853,"Wed",0,0,0
"I will be handing over my Twitter account to my team of deplorables for tonight's #debate
#MakeAmericaGreatAgain",2016-10-19 19:48:32,24986,7506,"Wed",0,0,0
"UNBELIEVABLE!
Clinton campaign contractor caught in voter-fraud video is a felon who visited White House 342 times: https://t.co/qQdsMHAtkT",2016-10-19 17:57:24,24527,17259,"Wed",0,0,0
"'Over 250,000 to Lose Health Insurance in Battleground North Carolina Due to #Obamacare'
https://t.co/18McSKO2AY",2016-10-19 17:16:07,12459,7597,"Wed",0,0,0
"Join my team tonight at 8:30pmE!
https://t.co/ZqJmf4yB87 https://t.co/ncJXn6fURF",2016-10-19 17:14:24,11177,4708,"Wed",0,0,0
"I will issue a lifetime ban against senior executive branch officials lobbying on behalf of a FOREIGN GOVERNMENT!… https://t.co/GQizTdCdFC",2016-10-19 16:28:45,33507,14208,"Wed",0,0,0
"I am going to expand the definition of LOBBYIST - so we close all the LOOPHOLES! #DrainTheSwamp https://t.co/PBPrrEnfSK",2016-10-19 16:26:25,20461,8819,"Wed",0,0,0
"Obamacare premiums increasing 33% in Pennsylvania - a complete disaster. It must be repealed and replaced!… https://t.co/aDZEfcI7SM",2016-10-19 16:22:26,20055,10363,"Wed",0,0,0
"'Hillary Clinton Deleted Emails With Her Email Server Technician'
https://t.co/VvO4lTKsaj",2016-10-19 14:57:03,14336,7852,"Wed",0,0,0
"Join me in Delaware, Ohio tomorrow at 12:30pm! #DrainTheSwamp 
Tickets: https://t.co/TWRFY1ryY8 https://t.co/Zd1KjzlCtJ",2016-10-19 14:31:10,11807,4645,"Wed",0,0,0
"'Top Hillary Adviser Mocked, Plotted Attacks on Pro-Sanders Civil Rights Leader' #DrainTheSwamp 
https://t.co/ER5FtjZgjw",2016-10-19 14:09:28,11863,6458,"Wed",0,0,0
"'Dem Operative Who Oversaw Trump Rally Agitators Visited White House 342 Times' #DrainTheSwamp 
https://t.co/MO4SJaQMzo",2016-10-19 13:10:41,18574,12013,"Wed",0,0,0
"'State works hard, and illegally, for Clinton' #DrainTheSwamp https://t.co/zXvUnJTKhF",2016-10-19 13:06:23,14548,7939,"Wed",0,0,0
"'Scandals surround Clinton's gatekeeper at State'
#DrainTheSwamp https://t.co/xxTTZeMYAc",2016-10-19 13:05:18,13100,7050,"Wed",0,0,0
"The State Department's 'shadow government' #DrainTheSwamp 
https://t.co/UtbqlGrYJh",2016-10-19 12:00:22,14441,8259,"Wed",0,0,0
"More Anti-Catholic Emails From Team Clinton: https://t.co/KYirBbYjp2 https://t.co/f8Z7olUvlM",2016-10-19 11:57:44,15446,9784,"Wed",0,0,0
"It is time to #DrainTheSwamp!
https://t.co/U2XeM2vDJK",2016-10-19 10:34:12,18533,9498,"Wed",0,0,0
"‘Food Groups’ – Emails Show Clinton Campaign Organized Potential VPs By Race And Gender: https://t.co/Qk1fOm1t8L",2016-10-18 20:28:27,18558,11194,"Tues",0,0,0
"#DrainTheSwamp 
https://t.co/wqqPjxfBoJ",2016-10-18 20:00:40,17017,9611,"Tues",0,0,0
"Time to #DrainTheSwamp in Washington, D.C. and VOTE #TrumpPence16 on 11/8/2016. Together, we will MAKE AMERICA SAFE… https://t.co/rVcjXdWxzp",2016-10-18 19:53:43,42023,23354,"Tues",0,0,0
"Hillary is the most corrupt person to ever run for the presidency of the United States. #DrainTheSwamp https://t.co/xA3YO8YzCq",2016-10-18 19:34:21,52170,25900,"Tues",0,0,0
"'Clinton Campaign Tried to Limit Damage From Classified Info on Email Server' #DrainTheSwamp 
https://t.co/5j8WuKLL5o",2016-10-18 19:31:25,17142,10177,"Tues",0,0,0
"'Trump rally disrupter was once on Clinton's payroll'
https://t.co/75oLLuD4SI",2016-10-18 16:42:34,26870,17030,"Tues",0,0,0
"Thank you Colorado Springs. If I’m elected President I am going to keep Radical Islamic Terrorists out of our count… https://t.co/N74UK73RLK",2016-10-18 14:53:23,33053,12902,"Tues",0,0,0
"FL, KS, ME, MD, MN, NJ, OR &amp; WV! It's the LAST DAY to mail in voter reg forms. Get the forms at… https://t.co/CbpgL6wynY",2016-10-18 13:43:15,15968,8282,"Tues",0,0,0
"Hillary’s Aides Urged Her to Take Foreign Lobbyist Donation And Deal With Attacks: https://t.co/o2qvr1myIZ",2016-10-18 13:05:45,17990,11302,"Tues",0,0,0
"If we let Crooked run the govt, history will remember 2017 as the year America lost its independence. #DrainTheSwamp https://t.co/VpYiO8CnXQ",2016-10-18 10:36:44,38253,20193,"Tues",0,0,0
"Pay-to-play. Collusion. Cover-ups. And now bribery? So CROOKED. I will #DrainTheSwamp. https://t.co/FNzMit7mD8",2016-10-18 10:34:06,26741,15578,"Tues",0,0,0
"I will Make Our Government Honest Again -- believe me. But first, I'm going to have to #DrainTheSwamp in DC. https://t.co/m1lMAQPnIb",2016-10-18 10:33:18,27971,13620,"Tues",0,0,0
"""@THEREALMOGUL: 41% of American voters believe the  election could be ""stolen"" from DonaldTrump due to widespread voter fraud. - Politico""",2016-10-18 06:32:52,32680,13841,"Tues",0,0,0
"Great night in WI. I’m going to fight for every person in this country who believes government should serve the PEO… https://t.co/UIKwWNmwR7",2016-10-17 21:07:55,41427,16202,"Mon",0,0,0
"Donald J. Trump Ethics Reform Plan For Washington D.C.
https://t.co/lKzas1SqUA",2016-10-17 20:43:34,22242,11393,"Mon",0,0,0
"EXCLUSIVE: FBI Agents Say Comey ‘Stood In The Way’ Of Clinton Email Investigation:
https://t.co/6n63fHVvNo",2016-10-17 20:42:15,25629,15841,"Mon",0,0,0
"Get rich quick! Crooked Hillary Clinton's pay to play guide: https://t.co/uKh5sCFfrv",2016-10-17 17:51:31,59406,38118,"Mon",0,0,0
"Yet more evidence of a media-rigged election: https://t.co/rVh4ocgx3r",2016-10-17 17:46:12,19855,11986,"Mon",0,0,0
"My wife, Melania, will be interviewed tonight at 8:00pm by Anderson Cooper on @CNN. I have no doubt she will do very well. Enjoy!",2016-10-17 17:27:00,30065,7955,"Mon",1,0,0
"I will sign the first bill to repeal #Obamacare and give Americans many choices and much lower rates!",2016-10-17 17:02:11,38806,14653,"Mon",0,0,0
"Trump Virginia Office Announces Statewide TV Ad Strategy and Leadership Team: https://t.co/wVJZTjY8bA https://t.co/JUBRu4mqCE",2016-10-17 16:44:31,16615,7710,"Mon",0,0,0
"Join me in Colorado Springs, Colorado tomorrow at 1:00pm! #MAGA 
Tickets: https://t.co/ktFk8RuaUK",2016-10-17 16:38:13,13858,5493,"Mon",0,0,0
"Crooked Hillary colluded w/FBI and DOJ and media is covering up to protect her. It's a #RiggedSystem! Our country d… https://t.co/kuinRTImVJ",2016-10-17 16:03:16,54983,28354,"Mon",0,0,0
"New polls are good because the media has deceived the public by putting women front and center with made-up stories and lies, and got caught",2016-10-17 14:31:22,37136,13666,"Mon",0,0,0
"""Journalists shower Hillary Clinton with campaign cash""
https://t.co/qZPPX0LO4X https://t.co/NsWbJN01Uu",2016-10-17 14:23:15,22279,14464,"Mon",0,0,0
"""State Department official accused of offering 'quid pro quo' in Clinton email scandal"" https://t.co/XkmcKeyRPJ",2016-10-17 14:11:28,18632,11067,"Mon",0,0,0
"Wow, new polls just came out from @CNN   Great numbers, especially after total media hit job. Leading Ohio 48 - 44.",2016-10-17 11:12:24,37207,14118,"Mon",1,0,0
"Voter fraud! Crooked Hillary Clinton even got the questions to a debate, and nobody says a word. Can you imagine if I got the questions?",2016-10-17 10:24:31,47379,20086,"Mon",0,0,0
"Unbelievable. https://t.co/D7kpxlQPwU",2016-10-17 10:20:17,26734,14659,"Mon",0,0,0
